idade,profissao,estadoCivil,formacao,default,renda,Residencia,emprestimo,contato,dia,mes,duracao,companhia,pdias,antecedentec,saques,deposito
29,técnico,casado,secundário,não,95,não,sim,cellular,3,feb,172,3,-1,0,desconhecido,sim
31,empresario,casado,terciário,não,5,sim,sim,cellular,21,nov,635,1,135,2,failure,sim
31,gerente,solteiro,secundário,não,360,sim,não,cellular,18,maio,309,1,-1,0,desconhecido,sim
49,engravatado,casado,secundário,não,1730,sim,não,cellular,4,aug,605,2,92,4,success,sim
43,unemployed,casado,terciário,não,0,não,no,cellular,16,jul,745,1,281,1,failure,sim
40,unemployed,solteiro,terciário,não,7968,não,no,cellular,2,mar,263,2,180,2,success,sim
39,unemployed,casado,primário,não,7005,sim,não,cellular,28,jul,429,2,184,3,success,sim
71,técnico,casado,secundário,não,3020,não,no,telephone,30,jul,304,1,270,3,failure,sim
38,empresario,solteiro,terciário,não,605,não,no,telephone,18,jun,1603,10,-1,0,desconhecido,sim
30,gerente,solteiro,terciário,não,376,sim,não,cellular,21,nov,710,1,-1,0,desconhecido,sim
45,unemployed,casado,secundário,não,891,sim,não,desconhecido,7,jan,118,1,-1,0,desconhecido,sim
67,aposentado,divorciado,secundário,não,704,não,no,cellular,6,maio,613,1,87,3,success,sim
58,administrador,casado,secundário,não,4348,sim,não,cellular,23,jun,790,4,141,1,other,sim
45,administrador,divorciado,secundário,não,2353,sim,não,cellular,5,mar,182,1,107,2,other,sim
34,gerente,casado,terciário,não,8000,não,no,cellular,12,feb,291,1,260,2,failure,sim
27,técnico,solteiro,terciário,não,2781,sim,não,cellular,24,maio,168,1,389,1,failure,sim
51,engravatado,casado,primário,não,541,não,no,cellular,11,aug,663,3,-1,0,desconhecido,sim
38,gerente,casado,desconhecido,não,3576,não,no,cellular,26,maio,579,1,-1,0,desconhecido,sim
28,gerente,solteiro,terciário,não,2725,não,no,cellular,16,jun,292,1,504,1,failure,sim
25,student,solteiro,secundário,não,2354,não,no,cellular,5,feb,226,7,-1,0,desconhecido,sim
37,serviços,casado,secundário,não,775,não,no,cellular,14,aug,150,2,-1,0,desconhecido,sim
38,engravatado,casado,secundário,não,622,sim,não,desconhecido,21,maio,611,2,-1,0,desconhecido,sim
37,técnico,solteiro,secundário,não,4,não,no,cellular,11,aug,933,1,-1,0,desconhecido,sim
34,gerente,solteiro,terciário,não,5,não,no,cellular,18,aug,370,2,-1,0,desconhecido,sim
37,técnico,solteiro,terciário,não,3943,não,no,cellular,6,apr,1138,2,138,1,failure,sim
76,aposentado,divorciado,primário,não,802,não,no,cellular,9,mar,241,1,181,5,success,sim
48,gerente,casado,terciário,não,2351,não,no,cellular,15,sep,150,1,105,3,success,sim
49,técnico,divorciado,terciário,não,1807,sim,não,cellular,12,mar,229,1,-1,0,desconhecido,sim
62,housemaid,casado,secundário,não,2,não,no,cellular,3,nov,322,1,-1,0,desconhecido,sim
33,serviços,solteiro,desconhecido,não,2297,não,no,cellular,27,jul,527,1,-1,0,desconhecido,sim
19,student,solteiro,desconhecido,não,779,não,no,cellular,1,apr,184,4,-1,0,desconhecido,sim
25,student,solteiro,secundário,não,108,não,no,cellular,29,apr,305,3,-1,0,desconhecido,sim
31,serviços,divorciado,primário,não,459,sim,não,cellular,7,maio,623,1,293,1,success,sim
38,técnico,solteiro,terciário,não,110,não,no,desconhecido,17,jun,1051,3,-1,0,desconhecido,sim
31,técnico,solteiro,terciário,não,13711,sim,não,cellular,20,nov,1532,3,-1,0,desconhecido,sim
24,student,solteiro,terciário,não,3415,não,no,cellular,27,apr,97,1,-1,0,desconhecido,sim
24,empresario,solteiro,terciário,não,2376,não,no,cellular,27,apr,122,1,-1,0,desconhecido,sim
26,técnico,solteiro,secundário,não,181,não,no,cellular,20,apr,158,2,-1,0,desconhecido,sim
73,aposentado,casado,terciário,não,448,não,no,cellular,24,mar,136,1,-1,0,desconhecido,sim
29,empreendedor,casado,secundário,não,714,sim,sim,cellular,13,maio,482,2,-1,0,desconhecido,sim
49,administrador,casado,secundário,não,3608,sim,não,cellular,30,apr,252,1,168,1,success,sim
42,gerente,casado,primário,não,5310,sim,não,cellular,25,nov,968,2,97,4,success,sim
68,aposentado,solteiro,terciário,não,2144,não,no,cellular,26,jan,708,1,96,3,success,sim
60,gerente,casado,terciário,não,2281,não,no,cellular,5,feb,230,2,-1,0,desconhecido,sim
53,gerente,divorciado,terciário,não,2679,não,no,cellular,20,nov,295,3,-1,0,desconhecido,sim
62,aposentado,casado,secundário,não,1495,não,no,cellular,2,feb,265,1,-1,0,desconhecido,sim
33,gerente,solteiro,terciário,não,1304,sim,não,cellular,18,maio,536,2,-1,0,desconhecido,sim
36,housemaid,casado,primário,não,78,sim,não,telephone,30,jul,2692,9,-1,0,desconhecido,sim
46,serviços,casado,primário,não,437,sim,não,cellular,13,maio,546,3,-1,0,desconhecido,sim
37,housemaid,casado,secundário,não,7433,não,sim,cellular,5,feb,630,3,-1,0,desconhecido,sim
53,engravatado,casado,secundário,não,6112,não,no,cellular,3,feb,211,1,-1,0,desconhecido,sim
34,administrador,casado,secundário,não,155,não,no,cellular,5,feb,696,2,-1,0,desconhecido,sim
24,engravatado,solteiro,secundário,não,9883,não,no,cellular,8,jul,210,5,-1,0,desconhecido,sim
36,gerente,casado,terciário,não,495,não,no,cellular,11,sep,91,1,37,5,success,sim
34,técnico,casado,secundário,não,294,sim,não,cellular,9,dec,265,1,184,3,success,sim
48,engravatado,solteiro,primário,não,8990,não,no,telephone,2,feb,1790,2,-1,0,desconhecido,sim
43,empresario,solteiro,desconhecido,não,3173,não,no,desconhecido,15,maio,746,1,-1,0,desconhecido,sim
32,técnico,divorciado,terciário,não,53,não,no,cellular,22,aug,671,2,-1,0,desconhecido,sim
46,engravatado,casado,secundário,não,640,sim,não,cellular,12,mar,215,1,182,4,success,sim
32,engravatado,solteiro,secundário,não,217,sim,não,cellular,15,maio,692,3,-1,0,desconhecido,sim
45,engravatado,casado,primário,não,804,sim,não,desconhecido,16,maio,528,1,-1,0,desconhecido,sim
29,unemployed,solteiro,primário,não,1374,não,no,cellular,17,nov,309,3,208,4,success,sim
25,gerente,solteiro,terciário,não,3,sim,sim,cellular,16,apr,1034,1,-1,0,desconhecido,sim
20,student,solteiro,secundário,não,502,não,no,cellular,30,apr,261,1,-1,0,desconhecido,sim
45,engravatado,casado,secundário,não,61,sim,não,desconhecido,26,maio,745,4,-1,0,desconhecido,sim
42,administrador,divorciado,secundário,não,153,sim,não,desconhecido,16,maio,844,1,-1,0,desconhecido,sim
29,engravatado,casado,secundário,não,8,sim,sim,cellular,10,jul,627,1,-1,0,desconhecido,sim
23,empresario,solteiro,terciário,não,780,não,no,cellular,16,sep,393,1,183,3,success,sim
37,gerente,casado,terciário,não,630,não,no,cellular,30,apr,315,1,87,1,success,sim
35,gerente,casado,terciário,não,2161,não,no,cellular,9,sep,569,3,-1,0,desconhecido,sim
61,aposentado,casado,terciário,não,32685,não,no,cellular,2,mar,1447,2,-1,0,desconhecido,sim
31,gerente,solteiro,terciário,não,3384,não,no,cellular,16,sep,153,1,104,2,success,sim
41,gerente,casado,primário,não,5310,sim,não,cellular,17,nov,984,1,-1,0,desconhecido,sim
34,engravatado,divorciado,secundário,não,383,sim,não,desconhecido,13,maio,2231,1,-1,0,desconhecido,sim
32,serviços,solteiro,secundário,não,772,sim,não,desconhecido,15,maio,697,3,-1,0,desconhecido,sim
32,técnico,casado,terciário,não,2976,sim,não,cellular,5,feb,783,1,175,5,failure,sim
34,técnico,solteiro,secundário,não,2729,sim,não,cellular,18,nov,835,1,-1,0,desconhecido,sim
35,engravatado,casado,desconhecido,não,520,sim,não,cellular,17,apr,476,1,-1,0,desconhecido,sim
44,administrador,casado,secundário,não,205,não,no,cellular,3,nov,289,1,-1,0,desconhecido,sim
32,serviços,solteiro,desconhecido,não,2378,não,no,cellular,17,nov,1132,2,-1,0,desconhecido,sim
34,administrador,casado,secundário,não,48,sim,não,cellular,7,maio,1806,2,287,3,other,sim
50,empreendedor,casado,primário,não,461,sim,não,desconhecido,15,maio,651,32,-1,0,desconhecido,sim
32,técnico,solteiro,secundário,não,116,sim,não,cellular,20,aug,718,2,-1,0,desconhecido,sim
23,engravatado,casado,secundário,não,272,não,no,cellular,14,aug,100,2,-1,0,desconhecido,sim
32,engravatado,solteiro,secundário,não,799,não,sim,cellular,23,jul,2078,6,-1,0,desconhecido,sim
60,housemaid,casado,secundário,não,0,não,no,telephone,3,aug,676,2,181,5,failure,sim
44,administrador,solteiro,secundário,não,1534,não,no,cellular,10,nov,95,1,95,3,success,sim
30,administrador,casado,secundário,não,4457,sim,não,cellular,21,nov,566,4,-1,0,desconhecido,sim
37,técnico,casado,desconhecido,não,189,não,no,cellular,16,jun,162,2,-1,0,desconhecido,sim
35,técnico,solteiro,terciário,não,1880,não,no,cellular,20,maio,154,1,-1,0,desconhecido,sim
36,serviços,divorciado,secundário,sim,0,não,sim,cellular,15,jul,687,7,-1,0,desconhecido,sim
39,gerente,casado,secundário,não,11835,sim,não,cellular,11,aug,744,2,-1,0,desconhecido,sim
25,técnico,casado,terciário,não,839,sim,não,cellular,18,maio,700,3,-1,0,desconhecido,sim
33,gerente,solteiro,terciário,não,952,sim,não,cellular,29,apr,1241,5,-1,0,desconhecido,sim
28,engravatado,solteiro,secundário,não,-197,sim,não,desconhecido,9,maio,2016,2,-1,0,desconhecido,sim
31,empresario,solteiro,terciário,não,1657,sim,sim,cellular,28,jan,872,1,-1,0,desconhecido,sim
56,aposentado,casado,primário,não,1947,não,no,cellular,2,mar,225,2,123,5,failure,sim
41,empreendedor,casado,secundário,não,30,não,no,cellular,30,apr,460,1,-1,0,desconhecido,sim
68,aposentado,divorciado,primário,não,2027,não,no,cellular,14,sep,404,2,91,4,success,sim
61,administrador,casado,terciário,não,1332,não,no,cellular,12,mar,156,1,-1,0,desconhecido,sim
37,gerente,solteiro,terciário,não,72,sim,sim,cellular,20,apr,885,5,150,7,failure,sim
28,student,solteiro,secundário,não,153,não,no,cellular,23,jul,1124,2,-1,0,desconhecido,sim
46,administrador,casado,secundário,não,70,sim,não,cellular,27,mar,229,2,-1,0,desconhecido,sim
53,serviços,divorciado,secundário,não,36,sim,sim,desconhecido,2,jul,25,1,417,1,success,sim
32,serviços,solteiro,secundário,não,-198,sim,não,desconhecido,21,maio,681,3,-1,0,desconhecido,sim
33,administrador,solteiro,secundário,não,5,sim,não,cellular,15,maio,934,2,368,2,failure,sim
57,housemaid,casado,terciário,não,2326,não,no,cellular,17,apr,378,1,-1,0,desconhecido,sim
41,técnico,casado,terciário,não,67,sim,não,cellular,19,nov,814,1,-1,0,desconhecido,sim
24,técnico,solteiro,secundário,não,598,não,no,cellular,12,maio,762,1,182,2,success,sim
45,student,solteiro,desconhecido,não,1527,não,no,cellular,8,mar,132,1,-1,0,desconhecido,sim
49,gerente,casado,secundário,não,1623,sim,não,cellular,19,nov,1081,2,-1,0,desconhecido,sim
30,engravatado,solteiro,primário,não,253,sim,não,cellular,5,maio,259,1,-1,0,desconhecido,sim
26,serviços,solteiro,secundário,não,1445,não,no,telephone,23,oct,171,1,-1,0,desconhecido,sim
57,gerente,casado,terciário,não,256,não,no,cellular,5,jun,304,2,91,1,success,sim
39,engravatado,casado,desconhecido,não,1181,sim,não,cellular,30,jul,650,2,-1,0,desconhecido,sim
40,técnico,solteiro,terciário,não,1646,sim,não,cellular,4,maio,392,2,91,3,success,sim
52,aposentado,divorciado,terciário,não,-309,sim,não,desconhecido,19,jun,500,2,-1,0,desconhecido,sim
35,técnico,solteiro,terciário,não,670,não,no,cellular,13,apr,278,4,182,2,success,sim
46,administrador,divorciado,secundário,não,2196,não,no,cellular,28,jul,573,5,-1,0,desconhecido,sim
49,serviços,divorciado,secundário,não,947,não,no,desconhecido,20,jun,808,2,-1,0,desconhecido,sim
22,student,solteiro,secundário,não,71,não,no,cellular,13,jul,337,1,181,2,success,sim
36,técnico,casado,terciário,não,521,não,no,cellular,20,oct,347,3,-1,0,desconhecido,sim
38,técnico,casado,secundário,não,5115,sim,não,cellular,27,feb,99,1,102,6,success,sim
40,gerente,casado,terciário,não,-17,sim,sim,cellular,11,maio,474,1,256,1,success,sim
24,técnico,casado,secundário,não,556,sim,não,cellular,18,aug,460,2,-1,0,desconhecido,sim
78,aposentado,divorciado,primário,não,229,não,no,telephone,22,oct,97,1,-1,0,desconhecido,sim
25,técnico,solteiro,secundário,não,325,não,no,cellular,22,oct,716,3,-1,0,desconhecido,sim
63,gerente,casado,terciário,não,5112,não,no,telephone,13,nov,2184,2,95,3,failure,sim
31,gerente,solteiro,terciário,não,11821,não,no,cellular,18,aug,384,11,-1,0,desconhecido,sim
41,técnico,solteiro,secundário,não,650,sim,não,cellular,20,nov,2420,3,-1,0,desconhecido,sim
50,aposentado,casado,secundário,não,8648,não,no,cellular,12,maio,731,3,176,1,failure,sim
27,empresario,solteiro,terciário,não,168,não,no,cellular,12,nov,123,1,196,1,success,sim
27,engravatado,solteiro,secundário,não,2486,sim,não,desconhecido,29,maio,733,1,-1,0,desconhecido,sim
50,técnico,divorciado,secundário,não,396,não,no,desconhecido,20,jun,716,2,-1,0,desconhecido,sim
44,gerente,casado,terciário,não,1791,não,no,telephone,12,aug,201,1,182,2,success,sim
26,empresario,solteiro,terciário,não,168,não,no,cellular,30,apr,394,1,-1,0,desconhecido,sim
46,técnico,casado,desconhecido,não,3308,não,no,cellular,28,jul,219,2,-1,0,desconhecido,sim
36,serviços,casado,secundário,não,4721,não,no,cellular,9,jun,150,1,92,5,success,sim
35,gerente,solteiro,terciário,não,18111,não,no,cellular,14,aug,172,4,-1,0,desconhecido,sim
68,aposentado,casado,secundário,não,1146,não,no,cellular,3,mar,153,2,110,3,success,sim
50,administrador,divorciado,secundário,não,237,não,sim,telephone,5,nov,169,1,-1,0,desconhecido,sim
36,serviços,casado,desconhecido,não,618,não,no,cellular,13,jul,360,1,335,2,success,sim
34,administrador,divorciado,secundário,não,1085,não,no,cellular,11,mar,101,7,-1,0,desconhecido,sim
30,gerente,solteiro,terciário,não,1028,não,no,cellular,4,feb,1294,2,-1,0,desconhecido,sim
22,administrador,solteiro,secundário,não,114,não,no,cellular,30,mar,517,1,-1,0,desconhecido,sim
59,administrador,casado,secundário,não,0,sim,não,cellular,10,jul,982,1,-1,0,desconhecido,sim
60,engravatado,casado,primário,não,631,não,no,cellular,12,aug,429,2,-1,0,desconhecido,sim
32,técnico,casado,secundário,não,660,não,no,cellular,25,oct,226,2,490,1,failure,sim
46,empresario,casado,terciário,não,2421,não,no,cellular,19,nov,1084,1,100,4,failure,sim
23,student,solteiro,secundário,não,794,não,no,cellular,26,jul,607,3,171,3,other,sim
22,empresario,solteiro,secundário,não,2138,não,sim,cellular,10,aug,164,1,109,2,other,sim
59,serviços,casado,secundário,não,2965,sim,não,cellular,13,maio,1970,3,-1,0,desconhecido,sim
26,gerente,solteiro,terciário,não,222,não,no,cellular,28,jun,247,1,63,2,success,sim
35,gerente,divorciado,terciário,não,6997,sim,não,cellular,9,jul,1121,1,-1,0,desconhecido,sim
53,aposentado,casado,secundário,não,665,sim,não,cellular,22,apr,371,2,-1,0,desconhecido,sim
39,gerente,casado,terciário,não,285,sim,não,cellular,15,jul,838,3,-1,0,desconhecido,sim
32,técnico,casado,secundário,não,473,não,sim,cellular,10,aug,1064,1,95,3,success,sim
41,gerente,casado,terciário,não,2226,não,no,cellular,7,aug,182,2,99,1,failure,sim
37,administrador,solteiro,secundário,não,245,sim,sim,desconhecido,7,maio,732,2,-1,0,desconhecido,sim
35,gerente,casado,terciário,não,1133,sim,não,cellular,3,nov,102,1,-1,0,desconhecido,sim
42,gerente,casado,terciário,não,294,não,no,cellular,26,aug,513,1,-1,0,desconhecido,sim
27,administrador,divorciado,secundário,não,451,sim,não,cellular,16,jul,652,1,-1,0,desconhecido,sim
57,desconhecido,casado,desconhecido,não,19268,não,no,desconhecido,23,oct,301,1,-1,0,desconhecido,sim
41,engravatado,casado,primário,não,1461,sim,não,desconhecido,6,jun,554,2,-1,0,desconhecido,sim
37,housemaid,solteiro,secundário,não,465,sim,não,cellular,18,maio,899,3,-1,0,desconhecido,sim
44,unemployed,divorciado,terciário,não,0,não,no,cellular,5,feb,1960,3,-1,0,desconhecido,sim
32,técnico,solteiro,terciário,não,654,sim,não,cellular,25,maio,615,4,-1,0,desconhecido,sim
34,administrador,casado,terciário,não,79,sim,não,cellular,5,aug,203,1,92,5,success,sim
42,serviços,casado,terciário,não,4216,não,no,cellular,12,jun,186,2,-1,0,desconhecido,sim
54,administrador,casado,secundário,não,66,sim,não,cellular,11,nov,167,1,-1,0,desconhecido,sim
48,empresario,casado,terciário,não,0,não,no,cellular,29,jan,1249,3,-1,0,desconhecido,sim
73,aposentado,casado,primário,não,5539,não,no,telephone,6,aug,338,1,-1,0,desconhecido,sim
33,gerente,casado,terciário,não,2599,não,no,cellular,30,apr,1373,2,-1,0,desconhecido,sim
42,gerente,casado,terciário,não,2187,sim,não,cellular,17,nov,525,3,-1,0,desconhecido,sim
57,administrador,casado,secundário,não,2120,não,no,cellular,19,aug,687,4,-1,0,desconhecido,sim
29,serviços,solteiro,primário,não,339,não,no,desconhecido,4,jul,1576,3,-1,0,desconhecido,sim
47,engravatado,casado,secundário,não,8229,não,no,cellular,8,aug,784,2,-1,0,desconhecido,sim
51,gerente,casado,terciário,não,346,não,no,cellular,12,feb,122,1,92,5,success,sim
34,gerente,casado,terciário,não,158,não,no,cellular,9,jun,190,1,92,9,success,sim
25,técnico,solteiro,secundário,não,7103,sim,não,cellular,28,maio,188,3,10,1,failure,sim
50,administrador,casado,secundário,não,4855,não,no,cellular,5,aug,720,2,-1,0,desconhecido,sim
47,administrador,solteiro,secundário,não,3696,não,no,cellular,12,jul,250,2,181,4,success,sim
40,técnico,casado,secundário,não,-357,sim,não,cellular,16,jul,700,4,-1,0,desconhecido,sim
79,aposentado,casado,secundário,não,8304,não,no,telephone,9,mar,303,9,-1,0,desconhecido,sim
30,student,solteiro,secundário,não,48,não,no,cellular,25,feb,217,1,191,2,success,sim
54,empresario,solteiro,terciário,não,384,não,sim,cellular,27,maio,200,1,-1,0,desconhecido,sim
53,engravatado,casado,primário,não,751,sim,não,cellular,3,feb,1528,2,-1,0,desconhecido,sim
33,engravatado,divorciado,secundário,não,3546,sim,não,desconhecido,23,maio,777,2,-1,0,desconhecido,sim
60,gerente,casado,terciário,não,73,não,no,telephone,8,aug,243,2,-1,0,desconhecido,sim
35,empresario,solteiro,terciário,não,71,não,no,cellular,15,jun,651,1,-1,0,desconhecido,sim
46,administrador,casado,secundário,não,974,não,no,cellular,5,jun,174,2,80,1,success,sim
52,serviços,casado,primário,não,306,sim,não,cellular,13,maio,650,5,-1,0,desconhecido,sim
50,gerente,casado,terciário,não,3463,não,sim,cellular,28,oct,96,1,-1,0,desconhecido,sim
47,administrador,casado,secundário,não,3676,não,no,cellular,15,jul,415,2,342,1,other,sim
73,aposentado,casado,terciário,não,459,não,no,cellular,17,feb,281,1,-1,0,desconhecido,sim
35,administrador,casado,terciário,não,286,não,no,cellular,30,apr,949,2,-1,0,desconhecido,sim
26,engravatado,casado,secundário,não,-11,sim,sim,cellular,17,jul,1150,3,-1,0,desconhecido,sim
46,gerente,casado,terciário,não,273,sim,não,cellular,15,sep,1962,1,105,3,failure,sim
42,gerente,casado,terciário,não,2665,sim,não,cellular,4,jun,280,2,126,11,failure,sim
29,empresario,solteiro,terciário,não,3290,não,no,cellular,12,maio,430,1,50,3,success,sim
30,gerente,solteiro,terciário,não,8535,não,no,cellular,18,jun,393,2,-1,0,desconhecido,sim
37,gerente,casado,terciário,não,1276,não,no,cellular,16,nov,146,1,94,2,success,sim
28,administrador,solteiro,desconhecido,não,2736,não,no,cellular,8,jul,705,1,-1,0,desconhecido,sim
32,engravatado,casado,secundário,não,10287,sim,não,cellular,27,maio,281,4,188,1,failure,sim
53,gerente,casado,terciário,não,1624,não,no,cellular,6,aug,107,1,98,6,success,sim
41,empresario,casado,secundário,sim,0,sim,não,cellular,17,nov,789,1,-1,0,desconhecido,sim
40,serviços,casado,secundário,não,446,sim,não,desconhecido,16,maio,1252,1,-1,0,desconhecido,sim
53,técnico,casado,terciário,não,395,não,no,cellular,29,oct,136,1,148,1,failure,sim
64,aposentado,divorciado,primário,não,315,não,no,cellular,17,feb,154,1,-1,0,desconhecido,sim
32,técnico,casado,secundário,não,484,sim,não,cellular,12,aug,668,2,463,1,success,sim
48,técnico,casado,secundário,sim,0,não,no,desconhecido,30,maio,682,1,-1,0,desconhecido,sim
35,administrador,solteiro,secundário,não,507,sim,não,cellular,22,jul,560,2,-1,0,desconhecido,sim
43,gerente,casado,terciário,não,2987,não,no,cellular,4,jun,156,1,85,3,failure,sim
25,serviços,solteiro,secundário,não,801,não,no,cellular,5,jun,255,2,-1,0,desconhecido,sim
43,gerente,casado,terciário,não,0,não,no,cellular,14,jul,1153,3,-1,0,desconhecido,sim
29,gerente,solteiro,terciário,não,572,sim,não,telephone,8,nov,319,1,-1,0,desconhecido,sim
61,gerente,solteiro,terciário,não,2,não,no,cellular,12,aug,131,1,114,3,failure,sim
64,aposentado,casado,desconhecido,não,34,não,no,cellular,26,aug,244,2,-1,0,desconhecido,sim
27,técnico,solteiro,terciário,não,1075,não,no,cellular,2,sep,529,2,184,1,success,sim
38,técnico,solteiro,terciário,não,508,sim,sim,cellular,12,aug,1103,2,-1,0,desconhecido,sim
36,gerente,casado,terciário,não,926,não,no,cellular,14,apr,216,1,-1,0,desconhecido,sim
61,empresario,casado,terciário,não,10861,não,no,cellular,25,oct,225,1,91,5,success,sim
49,engravatado,divorciado,primário,não,24,sim,não,cellular,11,maio,701,1,362,1,success,sim
33,engravatado,solteiro,primário,não,611,não,no,telephone,16,sep,390,2,-1,0,desconhecido,sim
25,engravatado,solteiro,secundário,não,1857,sim,não,cellular,12,oct,187,1,91,12,success,sim
33,engravatado,solteiro,secundário,não,329,não,no,cellular,6,sep,224,1,145,2,other,sim
51,gerente,casado,terciário,não,2635,não,no,cellular,21,maio,407,3,74,5,failure,sim
32,engravatado,casado,secundário,não,225,sim,não,cellular,17,apr,574,1,150,1,failure,sim
32,administrador,casado,secundário,não,1604,não,sim,cellular,7,jul,625,1,-1,0,desconhecido,sim
72,aposentado,casado,primário,não,4657,não,no,telephone,23,mar,255,1,91,8,success,sim
34,administrador,casado,secundário,não,1406,sim,não,cellular,20,aug,63,2,85,1,success,sim
38,técnico,casado,secundário,não,6728,não,no,cellular,25,nov,232,1,96,4,success,sim
35,gerente,casado,terciário,não,611,não,no,cellular,1,oct,305,2,121,1,success,sim
38,técnico,divorciado,terciário,não,1805,não,no,desconhecido,9,jun,952,2,-1,0,desconhecido,sim
43,engravatado,solteiro,primário,não,-399,não,sim,cellular,28,jul,662,3,-1,0,desconhecido,sim
31,técnico,solteiro,terciário,não,208,não,no,cellular,12,aug,1344,7,-1,0,desconhecido,sim
30,gerente,casado,terciário,não,10884,não,no,cellular,4,maio,333,2,-1,0,desconhecido,sim
22,student,solteiro,primário,não,3472,não,no,cellular,20,oct,332,1,183,3,failure,sim
46,administrador,casado,secundário,não,556,sim,sim,desconhecido,15,maio,646,3,-1,0,desconhecido,sim
52,gerente,casado,terciário,não,7192,não,no,cellular,4,aug,1486,1,-1,0,desconhecido,sim
35,técnico,solteiro,terciário,não,13460,sim,não,cellular,15,maio,1068,3,-1,0,desconhecido,sim
71,aposentado,casado,primário,não,2988,não,no,telephone,17,apr,130,1,-1,0,desconhecido,sim
30,gerente,solteiro,terciário,não,102,sim,não,cellular,18,dec,364,3,-1,0,desconhecido,sim
25,student,solteiro,secundário,não,1868,não,no,cellular,26,oct,259,1,103,2,other,sim
34,gerente,solteiro,terciário,não,-578,sim,não,cellular,18,maio,767,2,-1,0,desconhecido,sim
51,administrador,casado,secundário,não,241,não,no,cellular,7,dec,308,2,-1,0,desconhecido,sim
25,serviços,solteiro,secundário,não,162,sim,não,cellular,1,sep,531,2,-1,0,desconhecido,sim
48,gerente,casado,terciário,não,5320,sim,não,desconhecido,20,jun,792,1,-1,0,desconhecido,sim
42,engravatado,casado,secundário,não,366,sim,não,cellular,22,maio,324,1,106,1,failure,sim
55,gerente,casado,desconhecido,não,1504,sim,não,cellular,22,maio,338,2,-1,0,desconhecido,sim
38,administrador,solteiro,secundário,não,262,não,no,cellular,3,feb,315,2,180,6,failure,sim
26,engravatado,solteiro,secundário,não,191,sim,não,cellular,6,maio,550,1,-1,0,desconhecido,sim
27,administrador,casado,terciário,não,73,não,no,cellular,10,feb,159,1,-1,0,desconhecido,sim
75,aposentado,casado,primário,não,358,não,no,cellular,17,feb,364,11,-1,0,desconhecido,sim
32,técnico,solteiro,secundário,não,483,não,no,cellular,8,aug,580,3,-1,0,desconhecido,sim
39,gerente,solteiro,terciário,não,5047,não,no,cellular,29,apr,218,4,-1,0,desconhecido,sim
46,técnico,solteiro,secundário,não,5862,não,no,cellular,1,jun,84,1,-1,0,desconhecido,sim
40,gerente,casado,terciário,não,0,sim,não,cellular,25,mar,506,2,-1,0,desconhecido,sim
36,engravatado,divorciado,secundário,não,2843,não,no,cellular,14,aug,186,1,-1,0,desconhecido,sim
54,empresario,divorciado,primário,não,351,sim,não,desconhecido,6,jun,642,2,-1,0,desconhecido,sim
42,gerente,casado,terciário,não,372,sim,não,cellular,4,aug,153,3,1,2,success,sim
42,gerente,casado,terciário,não,27696,não,no,cellular,12,maio,176,2,89,5,success,sim
37,engravatado,solteiro,secundário,não,133,sim,não,cellular,11,maio,1388,2,-1,0,desconhecido,sim
25,student,solteiro,desconhecido,não,3,não,no,cellular,26,maio,170,1,-1,0,desconhecido,sim
29,gerente,solteiro,terciário,não,15459,não,no,cellular,18,feb,264,7,-1,0,desconhecido,sim
32,gerente,solteiro,terciário,não,2551,sim,não,cellular,21,jul,638,3,-1,0,desconhecido,sim
64,aposentado,casado,secundário,não,571,sim,não,cellular,20,apr,1422,2,-1,0,desconhecido,sim
55,gerente,casado,terciário,não,7803,não,no,cellular,15,jan,441,1,-1,0,desconhecido,sim
56,gerente,casado,primário,não,0,não,no,cellular,3,feb,996,1,-1,0,desconhecido,sim
28,administrador,solteiro,desconhecido,não,24,sim,não,cellular,18,jul,415,2,-1,0,desconhecido,sim
52,gerente,divorciado,terciário,não,2104,não,no,cellular,3,jun,210,2,-1,0,desconhecido,sim
36,técnico,divorciado,secundário,não,3158,sim,não,cellular,3,jun,144,2,-1,0,desconhecido,sim
25,student,casado,terciário,não,10,sim,não,cellular,21,jul,857,4,-1,0,desconhecido,sim
66,empresario,casado,terciário,não,147,não,no,telephone,12,jan,411,1,-1,0,desconhecido,sim
31,gerente,solteiro,terciário,não,12857,sim,não,telephone,4,maio,483,4,87,2,success,sim
43,técnico,divorciado,desconhecido,não,4389,não,no,telephone,2,jul,632,2,85,1,success,sim
59,gerente,casado,terciário,não,474,não,no,cellular,21,aug,252,1,-1,0,desconhecido,sim
35,gerente,casado,desconhecido,não,2326,sim,sim,cellular,16,sep,319,1,-1,0,desconhecido,sim
48,administrador,casado,primário,não,3644,sim,sim,telephone,31,jul,1039,9,-1,0,desconhecido,sim
38,administrador,casado,terciário,não,1988,não,no,cellular,27,mar,164,2,130,2,failure,sim
27,administrador,casado,secundário,não,1595,não,no,cellular,29,dec,196,2,197,2,success,sim
25,student,solteiro,secundário,não,331,não,no,telephone,26,aug,170,4,-1,0,desconhecido,sim
56,gerente,casado,desconhecido,não,4623,não,no,cellular,25,feb,305,1,192,1,success,sim
54,gerente,divorciado,terciário,não,12018,sim,não,cellular,21,dec,267,2,-1,0,desconhecido,sim
36,unemployed,casado,terciário,não,154,não,no,cellular,26,aug,556,7,-1,0,desconhecido,sim
